Octopus_Gene	Human_Homolog	Percentage	E-value_octo2human
Ocbimv22034355m	USP14	54.167	33.1
Ocbimv22006922m	NELL2	52.632	33.1
Ocbimv22003860m	KCP	52.381	33.1
Ocbimv22011736m	ADGRB1	51.852	33.1
Ocbimv22003744m	TRNAU1AP	50.0	33.1
Ocbimv22003745m	TRNAU1AP	50.0	33.1
Ocbimv22034969m	ATG4D	50.0	33.1
Ocbimv22007303m	SETX	48.387	33.1
Ocbimv22029534m	WDR44	48.276	33.1
Ocbimv22029535m	WDR44	48.276	33.1
Ocbimv22037992m	DSCAM	47.826	33.1
Ocbimv22036442m	TMPRSS9	47.368	33.1
Ocbimv22000283m	ZNF407	47.059	33.1
Ocbimv22001466m	LRCH2	46.667	33.1
Ocbimv22033338m	NPFFR2	46.429	33.1
Ocbimv22013487m	COL11A1	45.161	33.1
Ocbimv22002063m	ATG16L1	44.828	33.1
Ocbimv22026552m	TLE3	44.828	33.1
Ocbimv22002248m	PLA2G6	44.444	33.1
Ocbimv22017408m	USP46	43.333	33.1
Ocbimv22017906m	ADGRE2	42.857	33.1
Ocbimv22035990m	WIF1	42.857	33.1
Ocbimv22037128m	NID2	42.308	33.1
Ocbimv22025851m	TM9SF3	41.379	33.1
Ocbimv22019995m	DIRAS3	40.541	33.1
Ocbimv22012845m	PRKD1	39.474	33.1
Ocbimv22019263m	LTBP3	38.235	33.1
Ocbimv22021533m	CYP21A2	37.838	33.1
Ocbimv22012547m	ZFX	37.209	33.1
Ocbimv22007287m	TNNC1	37.143	33.1
Ocbimv22022910m	CLK4	37.037	33.1
Ocbimv22004371m	PLA2G10	36.111	33.1
Ocbimv22002956m	PRSS55	35.135	33.1
Ocbimv22004394m	KRTAP9-9	34.146	33.1
Ocbimv22035980m	SLC25A4	34.146	33.1
Ocbimv22002836m	CELA2B	33.333	33.1
Ocbimv22013459m	PHKG2	33.333	33.1
Ocbimv22013460m	PHKG2	33.333	33.1
Ocbimv22020810m	CDH2	33.333	33.1
Ocbimv22026699m	ENTPD5	33.333	33.1
Ocbimv22033240m	ASB11	33.333	33.1
Ocbimv22033242m	ASB11	33.333	33.1
Ocbimv22033243m	ASB11	33.333	33.1
Ocbimv22033244m	ASB11	33.333	33.1
Ocbimv22036135m	description:novel	33.333	33.1
Ocbimv22009632m	ANKK1	32.353	33.1
Ocbimv22037851m	MYLK2	31.707	33.1
Ocbimv22032030m	SV2C	31.429	33.1
Ocbimv22028245m	SERPINA9	31.25	33.1
Ocbimv22028247m	SERPINA9	31.25	33.1
Ocbimv22028950m	SLC25A1	31.111	33.1
Ocbimv22035694m	FLT1	30.769	33.1
Ocbimv22035695m	FLT1	30.769	33.1
Ocbimv22035696m	FLT1	30.769	33.1
Ocbimv22019249m	ZNF287	30.0	33.1
Ocbimv22019960m	OXSR1	30.0	33.1
Ocbimv22014106m	GOLGA6L2	29.851	33.1
Ocbimv22017597m	TIMELESS	28.333	33.1
Ocbimv22002947m	TBL1XR1	27.451	33.1
Ocbimv22010047m	KBTBD12	27.083	33.1
Ocbimv22029772m	HTR3D	26.154	33.1
Ocbimv22000239m	ZNF853	25.49	33.1
Ocbimv22003335m	SRPX	25.455	33.1
Ocbimv22034330m	ADGRE5	23.457	33.1
Ocbimv22003075m	MUC3A	22.222	33.1
Ocbimv22035978m	SLC25A6	20.833	33.1
Ocbimv22035979m	SLC25A6	20.833	33.1
Ocbimv22003644m	CNBP	71.429	33.2
Ocbimv22008681m	SDK2	41.667	33.2
Ocbimv22008682m	SDK2	41.667	33.2
Ocbimv22008683m	SDK2	41.667	33.2
Ocbimv22008684m	SDK2	41.667	33.2
Ocbimv22025095m	FNDC3A	38.462	33.2
Ocbimv22022312m	PSKH2	38.71	33.3
Ocbimv22022313m	PSKH2	38.71	33.3
Ocbimv22015526m	ZRANB3	26.667	33.4
Ocbimv22034819m	HSD17B4	50.0	33.5
Ocbimv22001437m	CDK8	48.148	33.5
Ocbimv22038003m	HERC1	37.5	33.5
Ocbimv22038004m	HERC1	37.5	33.5
Ocbimv22038005m	HERC1	37.5	33.5
Ocbimv22038006m	HERC1	37.5	33.5
Ocbimv22019977m	TRIP11	32.0	33.5
Ocbimv22019978m	TRIP11	32.0	33.5
Ocbimv22003747m	PABPC5	29.268	33.5
Ocbimv22003749m	PABPC5	29.268	33.5
Ocbimv22021264m	PMFBP1	28.571	33.5
Ocbimv22021265m	PMFBP1	28.571	33.5
Ocbimv22021266m	PMFBP1	28.571	33.5
Ocbimv22021267m	PMFBP1	28.571	33.5
Ocbimv22024466m	MXRA5	25.0	33.5
Ocbimv22024468m	MXRA5	25.0	33.5
Ocbimv22024469m	MXRA5	25.0	33.5
Ocbimv22024470m	MXRA5	25.0	33.5
Ocbimv22033817m	POU4F2	100.0	33.6
Ocbimv22035293m	SLC17A9	78.571	33.6
Ocbimv22007474m	CTSW	75.0	33.6
Ocbimv22013403m	TSPAN5	73.333	33.6
Ocbimv22027352m	ZNF174	66.667	33.6
Ocbimv22000405m	STAB1	62.5	33.6
Ocbimv22016465m	CD63	57.895	33.6
Ocbimv22017700m	SIRT3	57.895	33.6
Ocbimv22024216m	NKTR	57.895	33.6
Ocbimv22031763m	KRT1	57.143	33.6
Ocbimv22038642m	TRHR	57.143	33.6
Ocbimv22000849m	CDH4	54.167	33.6
Ocbimv22016345m	CFP	52.941	33.6
Ocbimv22022871m	MUC5B	52.632	33.6
Ocbimv22034828m	VCAM1	52.174	33.6
Ocbimv22035649m	CFH	52.174	33.6
Ocbimv22029023m	TRPA1	52.0	33.6
Ocbimv22008667m	MC3R	50.0	33.6
Ocbimv22022196m	MAMDC4	50.0	33.6
Ocbimv22002743m	MMP23B	48.148	33.6
Ocbimv22025371m	NDST1	48.148	33.6
Ocbimv22007908m	CORIN	48.0	33.6
Ocbimv22006289m	CLNK	47.619	33.6
Ocbimv22012901m	PSMD10	47.619	33.6
Ocbimv22032881m	ADGRG3	47.619	33.6
Ocbimv22015878m	CXCR1	46.429	33.6
Ocbimv22000337m	DSPP	45.455	33.6
Ocbimv22024510m	ADORA3	44.737	33.6
Ocbimv22007068m	DOC2A	44.444	33.6
Ocbimv22032888m	OPRL1	44.444	33.6
Ocbimv22008470m	SMARCA4	44.0	33.6
Ocbimv22031753m	VTN	44.0	33.6
Ocbimv22020151m	SSTR5	43.75	33.6
Ocbimv22020152m	SSTR5	43.75	33.6
Ocbimv22016042m	RIPK4	42.857	33.6
Ocbimv22033434m	CES5A	42.857	33.6
Ocbimv22001354m	UNC5D	41.935	33.6
Ocbimv22034976m	NOTCH1	41.935	33.6
Ocbimv22039619m	RAP2B	41.935	33.6
Ocbimv22012348m	KCP	41.667	33.6
Ocbimv22038548m	PCSK6	40.909	33.6
Ocbimv22004268m	ACTL6B	40.625	33.6
Ocbimv22039063m	KRAS	40.625	33.6
Ocbimv22002998m	OTOG	40.0	33.6
Ocbimv22016413m	MATN2	40.0	33.6
Ocbimv22028219m	SLC2A1	40.0	33.6
Ocbimv22028220m	SLC2A1	40.0	33.6
Ocbimv22011498m	CACNA1B	39.286	33.6
Ocbimv22017272m	NOVA2	38.71	33.6
Ocbimv22026851m	ADGRV1	38.095	33.6
Ocbimv22003612m	GRB2	37.838	33.6
Ocbimv22003618m	GRB2	37.838	33.6
Ocbimv22005290m	ANK3	37.5	33.6
Ocbimv22037546m	SLC25A45	36.364	33.6
Ocbimv22037547m	SLC25A45	36.364	33.6
Ocbimv22019575m	TAAR8	36.17	33.6
Ocbimv22033907m	PKN1	36.111	33.6
Ocbimv22025912m	PODN	35.897	33.6
Ocbimv22034439m	ENPEP	35.417	33.6
Ocbimv22014105m	CTRL	35.135	33.6
Ocbimv22037587m	THOC3	34.0	33.6
Ocbimv22037588m	THOC3	34.0	33.6
Ocbimv22037589m	THOC3	34.0	33.6
Ocbimv22006741m	ADGRG6	33.333	33.6
Ocbimv22012259m	CHRNB1	33.333	33.6
Ocbimv22027135m	HGF	33.333	33.6
Ocbimv22031430m	SLC25A25	32.558	33.6
Ocbimv22007193m	NRXN1	32.143	33.6
Ocbimv22002059m	LRRK2	31.579	33.6
Ocbimv22024650m	KLK6	31.579	33.6
Ocbimv22036231m	GPR17	31.373	33.6
Ocbimv22000086m	GPR63	29.412	33.6
Ocbimv22025302m	RCN2	29.412	33.6
Ocbimv22003746m	PABPC5	29.268	33.6
Ocbimv22003748m	PABPC5	29.268	33.6
Ocbimv22013929m	COPA	29.268	33.6
Ocbimv22039649m	CCR7	28.846	33.6
Ocbimv22035500m	PRSS38	27.941	33.6
Ocbimv22006303m	GDAP2	27.869	33.6
Ocbimv22036937m	WSB1	27.66	33.6
Ocbimv22020457m	OPRL1	27.419	33.6
Ocbimv22033145m	HCFC1	26.786	33.6
Ocbimv22008088m	MYH3	25.373	33.6
Ocbimv22025065m	RAB6B	23.881	33.6
Ocbimv22015167m	TBL1X	23.529	33.6
Ocbimv22015168m	TBL1X	23.529	33.6
Ocbimv22026663m	BPI	22.059	33.6
Ocbimv22027483m	TAS1R2	21.795	33.6
Ocbimv22004807m	COL8A1	59.091	33.7
Ocbimv22004944m	WDR5B	44.0	33.7
Ocbimv22008083m	MYH3	25.373	33.7
Ocbimv22008084m	MYH3	25.373	33.7
Ocbimv22008085m	MYH3	25.373	33.7
Ocbimv22008086m	MYH3	25.373	33.7
Ocbimv22015348m	PLBD2	45.455	33.8
Ocbimv22032746m	SPEM3	32.727	33.8
Ocbimv22024678m	SYNE2	23.288	33.8
Ocbimv22024681m	SYNE2	23.288	33.8
Ocbimv22013957m	RBMS2	52.381	33.9
Ocbimv22013959m	RBMS2	52.381	33.9
Ocbimv22013960m	RBMS2	52.381	33.9
Ocbimv22037503m	EZH1	48.148	33.9
Ocbimv22009885m	ARHGAP32	48.0	33.9
Ocbimv22038325m	MAP2	46.667	33.9
Ocbimv22000812m	ZNF45	45.833	33.9
Ocbimv22003836m	CDH7	43.902	33.9
Ocbimv22036356m	PCDH18	30.0	33.9
Ocbimv22038185m	USP41	26.23	33.9
Ocbimv22004763m	MYH1	19.54	33.9
Ocbimv22004767m	MYH1	19.54	33.9
Ocbimv22009994m	COL28A1	63.158	34.0
Ocbimv22009650m	RAD54L	58.333	34.0
Ocbimv22009651m	RAD54L	58.333	34.0
Ocbimv22009652m	RAD54L	58.333	34.0
Ocbimv22009653m	RAD54L	58.333	34.0
Ocbimv22035323m	FEM1A	55.172	34.0
Ocbimv22013958m	RBMS2	52.381	34.0
Ocbimv22011823m	CEACAM1	50.0	34.0
Ocbimv22014049m	MDGA2	48.148	34.0
Ocbimv22023471m	HMCN1	46.667	34.0
Ocbimv22033103m	JAG1	42.857	34.0
Ocbimv22035243m	TMPRSS7	39.286	34.0
Ocbimv22009827m	CTSB	32.558	34.0
Ocbimv22013463m	NPR2	31.667	34.0
Ocbimv22022881m	CHMP1A	29.545	34.0
Ocbimv22033656m	CC2D2B	28.846	34.0
Ocbimv22011770m	MFRP	26.923	34.0
Ocbimv22027786m	ITGA6	26.667	34.0
Ocbimv22010568m	KIF2B	86.667	34.1
Ocbimv22007338m	THSD7B	76.923	34.1
Ocbimv22002377m	KRT1	75.0	34.1
Ocbimv22005132m	ADGRG1	75.0	34.1
Ocbimv22025985m	FAM200A	63.636	34.1
Ocbimv22014524m	SH2D1A	60.0	34.1
Ocbimv22020601m	RPS6KA2	59.091	34.1
Ocbimv22038513m	KLHDC1	59.091	34.1
Ocbimv22038514m	KLHDC1	59.091	34.1
Ocbimv22036425m	TXNRD2	56.522	34.1
Ocbimv22000911m	CHRNB2	55.0	34.1
Ocbimv22035422m	ZNF44	55.0	34.1
Ocbimv22010344m	KLK7	54.167	34.1
Ocbimv22029335m	THOC3	51.613	34.1
Ocbimv22009547m	PPP3R2	50.0	34.1
Ocbimv22009548m	PPP3R2	50.0	34.1
Ocbimv22033513m	RNF123	48.148	34.1
Ocbimv22021165m	ZNF521	48.0	34.1
Ocbimv22037165m	NOTCH1	48.0	34.1
Ocbimv22013091m	ALS2CL	47.826	34.1
Ocbimv22017652m	GPR3	47.619	34.1
Ocbimv22029568m	FGD4	46.875	34.1
Ocbimv22006573m	MYO1F	46.667	34.1
Ocbimv22022167m	BTRC	46.667	34.1
Ocbimv22005559m	PPM1L	46.154	34.1
Ocbimv22029267m	ITGBL1	45.833	34.1
Ocbimv22014537m	CPSF1	45.455	34.1
Ocbimv22029353m	ACAD10	44.828	34.1
Ocbimv22026475m	SLC36A1	44.444	34.1
Ocbimv22026476m	SLC36A1	44.444	34.1
Ocbimv22026477m	SLC36A1	44.444	34.1
Ocbimv22005418m	LRP1B	44.118	34.1
Ocbimv22005419m	LRP1B	44.118	34.1
Ocbimv22001620m	CAPN14	43.478	34.1
Ocbimv22032407m	MTNR1A	43.333	34.1
Ocbimv22001028m	ATP1B2	42.857	34.1
Ocbimv22004815m	ELN	42.857	34.1
Ocbimv22023441m	ANKS1B	41.667	34.1
Ocbimv22026573m	TSPAN5	41.667	34.1
Ocbimv22027923m	GALR3	41.379	34.1
Ocbimv22027924m	GALR3	41.379	34.1
Ocbimv22006443m	SLC25A32	40.541	34.1
Ocbimv22006444m	SLC25A32	40.541	34.1
Ocbimv22002077m	NEK1	40.0	34.1
Ocbimv22003285m	MIB2	39.535	34.1
Ocbimv22036553m	CHRNB1	39.394	34.1
Ocbimv22039751m	COL28A1	39.394	34.1
Ocbimv22002848m	STK3	38.462	34.1
Ocbimv22003348m	MUC5AC	38.462	34.1
Ocbimv22012128m	FGB	38.235	34.1
Ocbimv22029042m	RSPH10B2	38.235	34.1
Ocbimv22010171m	ELAPOR2	37.931	34.1
Ocbimv22015898m	PCYT2	37.931	34.1
Ocbimv22016934m	CHI3L2	37.931	34.1
Ocbimv22000276m	MID1	37.5	34.1
Ocbimv22023444m	ANKRD27	37.209	34.1
Ocbimv22002156m	AXIN2	37.143	34.1
Ocbimv22012526m	CELA2B	37.143	34.1
Ocbimv22007921m	KBTBD11	36.842	34.1
Ocbimv22012889m	B3GALNT2	36.585	34.1
Ocbimv22012890m	B3GALNT2	36.585	34.1
Ocbimv22018046m	NLGN1	36.585	34.1
Ocbimv22022447m	OPRM1	36.364	34.1
Ocbimv22021376m	MUC5AC	36.0	34.1
Ocbimv22002020m	KCP	35.714	34.1
Ocbimv22029025m	XYLT2	35.484	34.1
Ocbimv22029026m	XYLT2	35.484	34.1
Ocbimv22029027m	XYLT2	35.484	34.1
Ocbimv22034322m	ADGRE2	35.0	34.1
Ocbimv22012040m	RAF1	34.286	34.1
Ocbimv22012041m	RAF1	34.286	34.1
Ocbimv22028244m	SERPING1	33.333	34.1
Ocbimv22037101m	CHRM2	33.333	34.1
Ocbimv22007078m	ASB6	32.653	34.1
Ocbimv22028900m	DST	32.653	34.1
Ocbimv22028052m	HEXD	31.818	34.1
Ocbimv22024564m	THSD7A	31.707	34.1
Ocbimv22013231m	NMBR	31.25	34.1
Ocbimv22002445m	WDR38	31.148	34.1
Ocbimv22002833m	CTRB2	30.612	34.1
Ocbimv22007743m	CGNL1	29.825	34.1
Ocbimv22004365m	DAW1	29.545	34.1
Ocbimv22013472m	SLC22A9	29.231	34.1
Ocbimv22016132m	TBL1X	28.571	34.1
Ocbimv22016133m	TBL1X	28.571	34.1
Ocbimv22030830m	UTS2R	28.571	34.1
Ocbimv22018282m	ELAVL4	26.471	34.1
Ocbimv22000477m	ZNF853	25.287	34.1
Ocbimv22006781m	SLC25A20	23.333	34.1
Ocbimv22023960m	COL8A1	56.522	34.2
Ocbimv22025285m	OBSCN	44.828	34.2
Ocbimv22009816m	SVEP1	38.889	34.2
Ocbimv22021521m	MAP3K15	30.233	34.2
Ocbimv22003545m	GOLGA4	20.408	34.2
Ocbimv22023959m	COL8A1	56.522	34.3
Ocbimv22001879m	MTA3	50.0	34.3
Ocbimv22025832m	PCDHB10	41.667	34.3
Ocbimv22003696m	CDH19	36.17	34.3
Ocbimv22029884m	DSC2	25.0	34.3
Ocbimv22004764m	MYH1	22.619	34.3
Ocbimv22003544m	GOLGA4	20.408	34.3
Ocbimv22030953m	CDH5	36.585	34.4
Ocbimv22035483m	USP33	36.0	34.4
Ocbimv22028791m	GUCA1B	35.484	34.4
Ocbimv22028792m	GUCA1B	35.484	34.4
Ocbimv22015285m	TAF5	35.135	34.4
Ocbimv22021745m	CDH8	34.375	34.4
Ocbimv22021746m	CDH8	34.375	34.4
Ocbimv22029065m	CDH17	32.653	34.4
Ocbimv22004769m	MYH1	22.619	34.4
Ocbimv22014503m	LPL	85.714	34.5
Ocbimv22013389m	TSPAN10	76.923	34.5
Ocbimv22015231m	CES5A	63.158	34.5
Ocbimv22015232m	CES5A	63.158	34.5
Ocbimv22035499m	CELA1	63.158	34.5
Ocbimv22038398m	CES5A	63.158	34.5
Ocbimv22020639m	RHOC	60.87	34.5
Ocbimv22015290m	MATN3	60.0	34.5
Ocbimv22015291m	MATN3	60.0	34.5
Ocbimv22015700m	AVPR1B	59.091	34.5
Ocbimv22023971m	CELA3B	59.091	34.5
Ocbimv22021493m	NOTCH2	55.556	34.5
Ocbimv22011401m	NPFFR2	54.167	34.5
Ocbimv22032601m	ZNF420	52.174	34.5
Ocbimv22023316m	CASK	52.0	34.5
Ocbimv22037250m	CA5A	51.852	34.5
Ocbimv22037806m	CELA2A	47.826	34.5
Ocbimv22012921m	SLC24A5	47.619	34.5
Ocbimv22016811m	KCP	47.619	34.5
Ocbimv22032312m	TGFBI	46.429	34.5
Ocbimv22000474m	NEK11	46.154	34.5
Ocbimv22021939m	SSTR2	46.154	34.5
Ocbimv22033610m	TLR9	46.154	34.5
Ocbimv22017331m	SLC27A2	44.828	34.5
Ocbimv22002070m	DNAH14	44.444	34.5
Ocbimv22007793m	TLR8	43.333	34.5
Ocbimv22025363m	KALRN	43.243	34.5
Ocbimv22025364m	KALRN	43.243	34.5
Ocbimv22025365m	KALRN	43.243	34.5
Ocbimv22025366m	KALRN	43.243	34.5
Ocbimv22004528m	RAB33A	42.857	34.5
Ocbimv22032955m	PTPN22	42.857	34.5
Ocbimv22006111m	BDKRB2	41.667	34.5
Ocbimv22013373m	MEGF6	41.667	34.5
Ocbimv22036228m	WDR48	41.667	34.5
Ocbimv22009518m	HGFAC	41.379	34.5
Ocbimv22028246m	SERPINH1	41.176	34.5
Ocbimv22031801m	ADGRG3	41.176	34.5
Ocbimv22023448m	HRH2	41.026	34.5
Ocbimv22032697m	MAP3K13	40.909	34.5
Ocbimv22034328m	ADGRE5	40.741	34.5
Ocbimv22016041m	PGBD4	40.625	34.5
Ocbimv22034320m	ADGRD1	40.625	34.5
Ocbimv22034321m	ADGRD1	40.625	34.5
Ocbimv22011691m	ZNF595	40.541	34.5
Ocbimv22022563m	ABCD2	40.0	34.5
Ocbimv22009519m	CELSR1	39.394	34.5
Ocbimv22021960m	KRTAP10-4	39.394	34.5
Ocbimv22034532m	MALRD1	39.394	34.5
Ocbimv22012861m	ARHGAP9	38.889	34.5
Ocbimv22013476m	SLC22A24	38.71	34.5
Ocbimv22037491m	STK25	38.71	34.5
Ocbimv22023443m	ASB11	38.462	34.5
Ocbimv22009996m	EWSR1	38.298	34.5
Ocbimv22002652m	TSSK3	37.838	34.5
Ocbimv22012119m	COPA	37.143	34.5
Ocbimv22022958m	PTGDR	37.143	34.5
Ocbimv22013001m	NAP1L4	36.842	34.5
Ocbimv22035484m	USP33	36.0	34.5
Ocbimv22003614m	GRB2	35.897	34.5
Ocbimv22003615m	GRB2	35.897	34.5
Ocbimv22021291m	ADGRE5	35.714	34.5
Ocbimv22017049m	RSPH10B	35.294	34.5
Ocbimv22017050m	RSPH10B	35.294	34.5
Ocbimv22011261m	FNDC3A	34.884	34.5
Ocbimv22038309m	DRD2	34.615	34.5
Ocbimv22022710m	HECW2	34.545	34.5
Ocbimv22022711m	HECW2	34.545	34.5
Ocbimv22022712m	HECW2	34.545	34.5
Ocbimv22030597m	MAP3K15	34.211	34.5
Ocbimv22030598m	MAP3K15	34.211	34.5
Ocbimv22030599m	MAP3K15	34.211	34.5
Ocbimv22030600m	MAP3K15	34.211	34.5
Ocbimv22030601m	MAP3K15	34.211	34.5
Ocbimv22030602m	MAP3K15	34.211	34.5
Ocbimv22008328m	RCC1	33.333	34.5
Ocbimv22013082m	DPP8	33.333	34.5
Ocbimv22013083m	DPP8	33.333	34.5
Ocbimv22020068m	CHRM5	33.333	34.5
Ocbimv22022673m	description:novel	32.759	34.5
Ocbimv22002186m	MYLK	32.653	34.5
Ocbimv22007547m	SLC25A4	32.653	34.5
Ocbimv22029064m	CDH17	32.653	34.5
Ocbimv22009064m	GZMA	32.558	34.5
Ocbimv22033570m	GLP2R	32.5	34.5
Ocbimv22020780m	SCN5A	32.432	34.5
Ocbimv22020782m	SCN5A	32.432	34.5
Ocbimv22025301m	RCN2	31.373	34.5
Ocbimv22018191m	GRIN2B	31.111	34.5
Ocbimv22034874m	CYP4A22	30.556	34.5
Ocbimv22019481m	CX3CR1	30.435	34.5
Ocbimv22008193m	NCOA7	29.825	34.5
Ocbimv22016638m	UCP3	29.825	34.5
Ocbimv22008696m	ANKRD30BL	29.787	34.5
Ocbimv22014121m	CYP20A1	28.889	34.5
Ocbimv22038148m	ARMCX4	28.75	34.5
Ocbimv22017854m	TXK	28.571	34.5
Ocbimv22021752m	CDH5	28.358	34.5
Ocbimv22021753m	CDH5	28.358	34.5
Ocbimv22021754m	CDH5	28.358	34.5
Ocbimv22038030m	RNF19A	28.07	34.5
Ocbimv22035008m	KRTAP10-8	27.778	34.5
Ocbimv22014368m	SLC25A36	27.586	34.5
Ocbimv22033917m	WDR5	27.273	34.5
Ocbimv22011910m	SPAG16	25.397	34.5
Ocbimv22001355m	ADAMTSL3	25.0	34.5
Ocbimv22003251m	SNRNP40	25.0	34.5
Ocbimv22009347m	QRFPR	25.0	34.5
Ocbimv22010909m	DRD3	25.0	34.5
Ocbimv22019558m	RAB22A	25.0	34.5
Ocbimv22022242m	CASP2	25.0	34.5
Ocbimv22016482m	EGFLAM	22.727	34.5
Ocbimv22021056m	USP12	60.87	34.6
Ocbimv22039308m	PCDH18	39.474	34.6
Ocbimv22015741m	ZMAT3	38.235	34.6
Ocbimv22015742m	ZMAT3	38.235	34.6
Ocbimv22003040m	PCDH18	34.0	34.6
Ocbimv22008766m	SDF4	32.558	34.6
Ocbimv22008767m	SDF4	32.558	34.6
Ocbimv22027610m	LRIG2	37.143	34.7
Ocbimv22009893m	NUMA1	35.556	34.7
Ocbimv22000686m	DST	35.0	34.7
Ocbimv22014602m	SPHK2	61.111	34.8
Ocbimv22002358m	TFAM	40.0	34.8
Ocbimv22020838m	CDH5	60.87	34.9
Ocbimv22039814m	USP27X	40.741	34.9
Ocbimv22030746m	WDTC1	37.143	34.9
Ocbimv22021749m	CDH8	36.538	34.9
Ocbimv22003841m	OSBP	36.17	34.9
Ocbimv22017394m	CNTN2	32.353	34.9
Ocbimv22020157m	DAPK3	31.481	34.9
Ocbimv22004349m	KRT1	100.0	35.0
Ocbimv22000042m	PDCD5	93.75	35.0
Ocbimv22035676m	CRIP2	73.333	35.0
Ocbimv22008841m	H2AZ2	66.667	35.0
Ocbimv22008591m	CELA3B	65.0	35.0
Ocbimv22008592m	CELA3B	65.0	35.0
Ocbimv22038396m	CES5A	65.0	35.0
Ocbimv22022819m	CDC7	61.111	35.0
Ocbimv22021371m	ZNF726	60.0	35.0
Ocbimv22012828m	PSME3IP1	57.143	35.0
Ocbimv22013739m	INSRR	56.25	35.0
Ocbimv22025804m	SLIT2	52.381	35.0
Ocbimv22036973m	TNR	52.381	35.0
Ocbimv22000068m	KRTAP5-8	52.0	35.0
Ocbimv22015567m	NDST1	52.0	35.0
Ocbimv22005416m	SMIM14	50.0	35.0
Ocbimv22006037m	PROC	50.0	35.0
Ocbimv22011062m	HMCN1	50.0	35.0
Ocbimv22016936m	CD46	50.0	35.0
Ocbimv22017546m	NOTCH1	50.0	35.0
Ocbimv22025370m	NDST1	50.0	35.0
Ocbimv22036037m	NPFFR1	50.0	35.0
Ocbimv22038478m	ANKRD65	48.0	35.0
Ocbimv22012275m	DHRS13	46.875	35.0
Ocbimv22039378m	MYLK4	46.875	35.0
Ocbimv22001581m	ADRA2A	46.154	35.0
Ocbimv22015622m	THSD7A	45.455	35.0
Ocbimv22013687m	HPGD	45.161	35.0
Ocbimv22013688m	HPGD	45.161	35.0
Ocbimv22013689m	HPGD	45.161	35.0
Ocbimv22017517m	ACAD10	45.161	35.0
Ocbimv22022794m	DHX32	44.828	35.0
Ocbimv22006598m	SLC22A5	44.444	35.0
Ocbimv22007638m	DSPP	44.0	35.0
Ocbimv22025229m	MAB21L3	43.478	35.0
Ocbimv22003430m	FGB	41.935	35.0
Ocbimv22004623m	ULK3	41.935	35.0
Ocbimv22029326m	EPX	41.463	35.0
Ocbimv22034881m	PODN	41.026	35.0
Ocbimv22008987m	ITSN1	40.741	35.0
Ocbimv22014059m	PRKAA1	40.541	35.0
Ocbimv22028694m	ARRDC1	40.0	35.0
Ocbimv22036974m	TENM1	40.0	35.0
Ocbimv22003151m	description:novel	39.394	35.0
Ocbimv22011911m	AAMP	39.394	35.0
Ocbimv22028793m	HPCAL1	39.286	35.0
Ocbimv22028794m	HPCAL1	39.286	35.0
Ocbimv22034324m	ADGRE5	39.286	35.0
Ocbimv22002373m	SRR	38.462	35.0
Ocbimv22002374m	SRR	38.462	35.0
Ocbimv22029503m	GALR1	38.462	35.0
Ocbimv22011054m	MOK	38.235	35.0
Ocbimv22029243m	PTPN18	38.235	35.0
Ocbimv22024851m	MTR	37.931	35.0
Ocbimv22025808m	SLIT3	37.931	35.0
Ocbimv22027927m	NPFFR2	37.838	35.0
Ocbimv22029657m	CYP1A2	37.838	35.0
Ocbimv22020955m	ADGRG3	37.5	35.0
Ocbimv22022390m	MLLT3	37.5	35.0
Ocbimv22028248m	SERPINH1	37.037	35.0
Ocbimv22005413m	KCP	36.842	35.0
Ocbimv22026676m	PEX7	36.667	35.0
Ocbimv22015853m	CDH5	36.585	35.0
Ocbimv22017903m	NID1	36.364	35.0
Ocbimv22036834m	OPRK1	35.714	35.0
Ocbimv22036080m	ARHGAP25	35.135	35.0
Ocbimv22036081m	ARHGAP25	35.135	35.0
Ocbimv22002014m	FCGBP	35.0	35.0
Ocbimv22033863m	RHOU	34.884	35.0
Ocbimv22033864m	RHOU	34.884	35.0
Ocbimv22013879m	MUC5AC	34.615	35.0
Ocbimv22003024m	SLC25A1	34.043	35.0
Ocbimv22001454m	TRAF7	33.333	35.0
Ocbimv22019071m	NEK11	33.333	35.0
Ocbimv22030243m	TSPAN10	33.333	35.0
Ocbimv22038959m	TPBG	33.333	35.0
Ocbimv22001497m	CYP7A1	32.558	35.0
Ocbimv22004290m	SLC3A1	32.5	35.0
Ocbimv22014830m	BTRC	32.5	35.0
Ocbimv22017825m	XYLT2	32.353	35.0
Ocbimv22039847m	PRKCI	31.579	35.0
Ocbimv22036833m	OPRD1	31.481	35.0
Ocbimv22007488m	CYP17A1	31.373	35.0
Ocbimv22008054m	SMU1	30.952	35.0
Ocbimv22010179m	CACNA1A	30.435	35.0
Ocbimv22037437m	TNXB	29.787	35.0
Ocbimv22033200m	ASB3	29.508	35.0
Ocbimv22033201m	ASB3	29.508	35.0
Ocbimv22036413m	DDX19B	28.889	35.0
Ocbimv22000796m	RAB26	28.571	35.0
Ocbimv22004481m	PCNT	28.571	35.0
Ocbimv22035839m	ARHGAP1	27.273	35.0
Ocbimv22018123m	TLE2	27.083	35.0
Ocbimv22000160m	CYP1A1	26.923	35.0
Ocbimv22017117m	CAMK4	26.23	35.0
Ocbimv22017118m	CAMK4	26.23	35.0
Ocbimv22012260m	CHRNE	25.0	35.0
Ocbimv22006527m	ZNF774	24.096	35.0
